year,cumulative,revenue,rev_infl,title,lead_actor,director_name
1976,4.554715082,35323292,160887530.8,The Bad News Bears,Tatum O'Neal,Michael Ritchie
2005,1.29773008,35294470,45802695.39,Assault on Precinct 13,Brian Dennehy,Jean-François Richet
2012,1.089714997,35287788,38453631.8,Frankenweenie,Martin Landau,Tim Burton
2002,1.384334996,35168966,48685630.42,K-19: The Widowmaker,Liam Neeson,Kathryn Bigelow
2000,1.47152684,35134820,51701830.64,The Adventures of Rocky & Bullwinkle,Robert De Niro,Des McAnuff
2009,1.138489257,35097815,39958485.33,Whatever Works,Larry David,Woody Allen
2006,1.255146149,35078241,44028319.1,Miss Potter,Emily Watson,Chris Noonan
2011,1.124115573,35057696,39408902.03,My Week with Marilyn,Eddie Redmayne,Simon Curtis
2000,1.47152684,35007180,51514004.96,The Skulls,Paul Walker,Rob Cohen
2011,1.124115573,34942188,39279057.69,The Sitter,Ari Graynor,David Gordon Green
1991,1.876034824,34872033,65421148.28,Freddy's Dead: The Final Nightmare,Johnny Depp,Rachel Talalay
2015,1.035412488,34854990,36089291.92,Secret in Their Eyes,Julia Roberts,Billy Ray
2004,1.332473386,34808403,46381270.61,The Life Aquatic with Steve Zissou,Bill Murray,Wes Anderson
1991,1.876034824,34793160,65273179.79,White Fang,Seymour Cassel,Randal Kleiser
2006,1.255146149,34742066,43606370.35,Take the Lead,Alfre Woodard,Liz Friedlander
2010,1.142551557,34705850,39653222.95,The Kids Are All Right,Josh Hutcherson,Lisa Cholodenko
1988,2.15726806,34670720,74794036.88,Dangerous Liaisons,Keanu Reeves,Stephen Frears
1996,1.608572132,34585416,55633136.34,That Thing You Do!,Tom Hanks,Tom Hanks
1999,1.503724247,34573780,51989431.31,The Best Man,Harold Perrineau,Malcolm D. Lee
2000,1.47152684,34566746,50865894.5,Thirteen Days,Bruce Greenwood,Roger Donaldson
2009,1.138489257,34560577,39346845.64,Crank: High Voltage,Jason Statham,Mark Neveldine
2008,1.182197002,34533783,40825734.72,In Bruges,Elizabeth Berrington,Martin McDonagh
2011,1.124115573,34522221,38806966.24,Courageous,Ben Davies,Alex Kendrick
1970,6.682042253,34505110,230564603,Woodstock,Joe Cocker,Michael Wadleigh
2015,1.035412488,34441873,35661545.42,Steve Jobs,Kate Winslet,Danny Boyle
1991,1.876034824,34416893,64567289.79,The Doors,Michael Wincott,Oliver Stone
2002,1.384334996,34411240,47636683.8,Swimfan,Erika Christensen,John Polson
2000,1.47152684,34266564,50424168.63,American Psycho,Christian Bale,Mary Harron
2003,1.362721798,34234008,46651428.92,The Hunted,Connie Nielsen,William Friedkin
2015,1.035412488,34227298,35439371.78,Victor Frankenstein,Daniel Radcliffe,Paul McGuigan
2012,1.089714997,34153101,37217146.35,Cirque du Soleil: Worlds Away,Dallas Barnett,Andrew Adamson
2014,1.052209187,34077920,35857100.51,Endless Love,Alex Pettyfer,Shana Feste
1985,2.35956602,34000000,80225244.67,Day of the Dead,Greg Nicotero,George A. Romero
2009,1.138489257,33965843,38669747.37,The Secret in Their Eyes,Ricardo Darín,Juan José Campanella
1997,1.562764318,33956608,53066175.36,The Relic,John Kapelos,Peter Hyams
2006,1.255146149,33889159,42535847.41,She's the Man,Channing Tatum,Andy Fickman
2003,1.362721798,33828318,46098586.31,Stuck on You,Matt Damon,Bobby Farrelly
2013,1.067622291,33800000,36085633.44,Carrie,Chloë Grace Moretz,Kimberly Peirce
2001,1.423458672,33788161,48096050.79,Jay and Silent Bob Strike Back,Will Ferrell,Kevin Smith
2000,1.47152684,33771174,49695188.95,Where the Heart Is,Natalie Portman,Matt Williams
1983,2.540099309,33697647,85595369.87,The Outsiders,Tom Cruise,Francis Ford Coppola
2001,1.423458672,33616692,47851971.76,Y Tu Mamá También,Maribel Verdú,Alfonso Cuarón
2010,1.142551557,33583175,38370508.88,Devil,Bojana Novakovic,John Erick Dowdle
2002,1.384334996,33561137,46459856.46,I Spy,Gary Cole,Betty Thomas
2002,1.384334996,33526835,46412371,Friday After Next,John Witherspoon,Marcus Raboy
2008,1.182197002,33472850,39571502.91,Semi-Pro,Will Ferrell,Kent Alterman
2000,1.47152684,33463969,49243128.55,Red Planet,Bob Neill,Antony Hoffman
2008,1.182197002,33456317,39551957.65,Fireproof,Kirk Cameron,Alex Kendrick
2012,1.089714997,33400000,36396480.9,The Perks of Being a Wallflower,Logan Lerman,Stephen Chbosky
2012,1.089714997,33400000,36396480.9,2016: Obama's America,Barack Obama,Dinesh D'Souza
1968,7.348076442,33395426,245392143.1,Rosemary's Baby,John Cassavetes,Roman Polanski
2001,1.423458672,33395426,47537008.75,Planet of the Apes,Cary-Hiroyuki Tagawa,Tim Burton
2011,1.124115573,33372606,37514666.12,Haywire,Channing Tatum,Steven Soderbergh
2009,1.138489257,33333531,37949866.95,The Box,Frank Langella,Richard Kelly
1982,2.695843644,33139618,89339228.55,Blade Runner,Harrison Ford,Ridley Scott
2002,1.384334996,33082548,45797328.96,The Crocodile Hunter: Collision Course,Steve Irwin,John Stainton
2002,1.384334996,33013805,45702165.62,Confessions of a Dangerous Mind,Dick Clark,George Clooney
2000,1.47152684,33000337,48560881.62,Dracula 2000,Gerard Butler,Patrick Lussier
1984,2.461039993,32980880,81167264.7,Friday the 13th: The Final Chapter,Judie Aronson,Joseph Zito
2008,1.182197002,32973937,38981689.46,Nick and Norah's Infinite Playlist,Ari Graynor,Peter Sollett
2013,1.067622291,32935319,35162480.73,Inside Llewyn Davis,Justin Timberlake,Ethan Coen
2002,1.384334996,32801173,45407811.7,Adaptation.,Nicolas Cage,Spike Jonze
2012,1.089714997,32726956,35663054.76,Katy Perry: Part of Me,Lexie Contursi,Dan Cutforth
2009,1.138489257,32721635,37253229.93,The Last House on the Left,Tony Goldwyn,Dennis Iliadis
2005,1.29773008,32645546,42365107.03,Because of Winn-Dixie,Cicely Tyson,Wayne Wang
2014,1.052209187,32556119,34255847.52,The November Man,Luke Bracey,Roger Donaldson
2014,1.052209187,32492674,34189090.1,Endless Love,Alex Pettyfer,Shana Feste
2008,1.182197002,32483410,38401789.91,Untraceable,Billy Burke,Gregory Hoblit
2013,1.067622291,32438988,34632586.69,Movie 43,Hugh Jackman,Elizabeth Banks
1995,1.653699331,32392047,53566706.45,Rumble in the Bronx,Françoise Yip,Stanley Tong
2002,1.384334996,32287044,44696084.93,Hart's War,Bruce Willis,Gregory Hoblit
1993,1.746902839,32255440,56347119.7,The Age of Innocence,Richard E. Grant,Martin Scorsese
2015,1.035412488,32248241,33390231.45,Project Almanac,Gary Weeks,Dean Israelite
2013,1.067622291,32230907,34410434.78,Kevin Hart: Let Me Explain,David Jason Perez,Leslie Small
1987,2.236322512,32222567,72060051.98,The Lost Boys,Dianne Wiest,Joel Schumacher
2012,1.089714997,32204030,35093214.46,Lockout,Joseph Gilgun,James Mather
2000,1.47152684,32168970,47337502.76,Reindeer Games,Charlize Theron,John Frankenheimer
1992,1.799813376,32101000,57775809.18,The Lawnmower Man,Jeff Fahey,Brett Leonard
2010,1.142551557,32056467,36626166.28,Robin Hood,Mark Addy,Ridley Scott
2007,1.21592121,32017803,38931125.78,Sunshine,Chris Evans,Danny Boyle
2010,1.142551557,32005248,36567645.93,You Again,Jamie Lee Curtis,Andy Fickman
1960,8.408905088,32000000,269084962.8,Psycho,Janet Leigh,Alfred Hitchcock
2016,1.034185663,32000000,33093941.22,Airlift,Nimrat Kaur,Raja Menon
2004,1.332473386,32000000,42639148.36,Night Watch,Konstantin Khabenskiy,Timur Bekmambetov
2009,1.138489257,31912793,36332372,The Invention of Lying,Jennifer Garner,Ricky Gervais
2014,1.052209187,31911598,33577676.6,Get on Up,Tika Sumpter,Tate Taylor
1980,3.37746584,31899000,107737782.8,Dressed to Kill,Angie Dickinson,Brian De Palma
1979,3.757581758,31755742,119324796.8,1941,Christopher Lee,Steven Spielberg
2012,1.089714997,31724284,34570428.04,Spring Breakers,James Franco,Harmony Korine
2009,1.138489257,31720158,36113059.13,The Soloist,Robert Downey Jr.,Joe Wright
1969,7.047041207,31678778,223241654,Paint Your Wagon,Clint Eastwood,Joshua Logan
1981,2.974451411,31672907,94209522.91,History of the World: Part I,Madeline Kahn,Mel Brooks
2005,1.29773008,31670620,41099916.24,Rent,Rosario Dawson,Chris Columbus
1995,1.653699331,31596911,52251790.58,Rob Roy,Liam Neeson,Michael Caton-Jones
2006,1.255146149,31584901,39643666.86,Scoop,Scarlett Johansson,Woody Allen
2009,1.138489257,31556061,35926236.45,Jennifer's Body,J.K. Simmons,Karyn Kusama
2014,1.052209187,31554855,33202308.34,A Most Wanted Man,Philip Seymour Hoffman,Anton Corbijn
2003,1.362721798,31466789,42880479.27,Girl with a Pearl Earring,Scarlett Johansson,Peter Webber
2009,1.138489257,31430334,35783097.61,A Serious Man,Michael Stuhlbarg,Ethan Coen
2010,1.142551557,31327899,35793739.77,Machete,Robert De Niro,Ethan Maniquis
2004,1.332473386,31179516,41545875.26,Johnson Family Vacation,Vanessa Williams,Christopher Erskin
2001,1.423458672,31155435,44348474.13,How High,Hector Elizondo,Jesse Dylan
2008,1.182197002,31148328,36823459.97,Pride and Glory,Jennifer Ehle,Gavin O'Connor
2012,1.089714997,31083599,33872263.99,Premium Rush,Joseph Gordon-Levitt,David Koepp
2006,1.255146149,31070211,38997655.68,Ultraviolet,Milla Jovovich,Kurt Wimmer
1977,4.307270464,31063038,133796906.1,High Anxiety,Madeline Kahn,Mel Brooks
2001,1.423458672,30987695,44109703.18,Joe Dirt,Brittany Daniel,Dennie Gordon
1984,2.461039993,30925690,76109359.91,Dune,Virginia Madsen,David Lynch
1974,5.520711336,30859000,170363631.1,The Texas Chain Saw Massacre,Gunnar Hansen,Tobe Hooper
1987,2.236322512,30857814,69008024.12,The Princess Bride,Robin Wright,Rob Reiner
2014,1.052209187,30800231,32408286.03,Winter's Tale,Matt Bomer,Akiva Goldsman
1977,4.307270464,30749142,132444871.1,Exorcist II: The Heretic,Linda Blair,John Boorman
1999,1.503724247,30652890,46093493.94,Dogma,Matt Damon,Kevin Smith
2002,1.384334996,30641770,42418474.56,City of God,Alice Braga,Fernando Meirelles
2016,1.034185663,30553394,31597882.04,Cabin Fever,Dustin Ingram,Travis Zariwny
2011,1.124115573,30551495,34343411.31,I Don't Know How She Does It,Olivia Munn,Douglas McGrath
2005,1.29773008,30536013,39627502.6,The New World,Christian Bale,Terrence Malick
2015,1.035412488,30523226,31604129.38,Self/less,Ryan Reynolds,Tarsem Singh
2011,1.124115573,30426096,34202448.34,What's Your Number?,Chris Evans,Mark Mylod
2015,1.035412488,30418560,31495756.89,Mortdecai,Johnny Depp,David Koepp
2004,1.332473386,30411183,40522091.99,The Girl Next Door,Chris Marquette,Luke Greenfield
1983,2.540099309,30400000,77219019,Yentl,Miriam Margolyes,Barbra Streisand
2012,1.089714997,30353232,33076372.12,Alex Cross,Cicely Tyson,Rob Cohen
1998,1.527066244,30331165,46317698.23,A Night at the Roxbury,Will Ferrell,John Fortenberry
1995,1.653699331,30303072,50112169.89,Assassins,Muse Watson,Richard Donner
2007,1.21592121,30226144,36752609.6,The Great Debaters,Denzel Washington,Denzel Washington
2000,1.47152684,30199105,44438793.54,The Art of War,Michael Biehn,Christian Duguay
2014,1.052209187,30127963,31700919.46,When the Game Stands Tall,Jessie T. Usher,Thomas Carter
2004,1.332473386,30114487,40126752.47,Godsend,Robert De Niro,Nick Hamm
1991,1.876034824,30102717,56473745.38,Double Impact,Bolo Yeung,Sheldon Lettich
1989,2.072746811,30050028,62286099.72,Road House,Ben Gazzara,Rowdy Herrington
2004,1.332473386,30039392,40026690.38,Shaun of the Dead,Peter Serafinowicz,Edgar Wright
2004,1.332473386,30016165,39995741.02,Laws of Attraction,Frances Fisher,Peter Howitt
1972,6.053580983,30002758,181624125.3,Solaris,Donatas Banionis,Andrei Tarkovsky
1968,7.348076442,30000000,220442293.3,Night of the Living Dead,Judith O'Dea,George A. Romero
2002,1.384334996,30000000,41530049.89,Rollerball,LL Cool J,John McTiernan
2010,1.142551557,29922472,34187966.97,Leap Year,Adam Scott,Anand Tucker
2014,1.052209187,29916207,31478107.86,Neighbors,Craig Roberts,Nicholas Stoller
2006,1.255146149,29907685,37538515.65,Pulse,Ian Somerhalder,Jim Sonzero
2002,1.384334996,29882645,41367591.25,The Four Feathers,Djimon Hounsou,Shekhar Kapur
2012,1.089714997,29844753,32522274.93,Amour,Isabelle Huppert,Michael Haneke
1999,1.503724247,29762011,44753857.59,Mystery Men,Janeane Garofalo,Kinka Usher
2001,1.423458672,29700000,42276722.56,Angel Eyes,Sonia Braga,Luis Mandoki
2012,1.089714997,29657751,32318496.04,The Raven,Pam Ferris,James McTeigue
1970,6.682042253,29548291,197442929,Tora! Tora! Tora!,Joseph Cotten,Richard Fleischer
2007,1.21592121,29541790,35920489.05,In the Valley of Elah,James Franco,Paul Haggis
2009,1.138489257,29536299,33626759.11,Brooklyn's Finest,Don Cheadle,Antoine Fuqua
2008,1.182197002,29506464,34882453.28,W.,Toby Jones,Oliver Stone
1983,2.540099309,29450919,74808259.01,Twilight Zone: The Movie,Albert Brooks,Joe Dante
1981,2.974451411,29400000,87448871.47,The Evil Dead,Ted Raimi,Sam Raimi
2001,1.423458672,29400000,41849684.96,The Pledge,Costas Mandylor,Sean Penn
1994,1.696818575,29392418,49873600.83,A Low Down Dirty Shame,Jada Pinkett Smith,Keenen Ivory Wayans
2004,1.332473386,29385320,39155156.85,Veer-Zaara,Shah Rukh Khan,Yash Chopra
2001,1.423458672,29381649,41823563.07,Baby Boy,Mo'Nique,John Singleton
2004,1.332473386,29331068,39082867.5,Confessions of a Teenage Drama Queen,Adam Garcia,Sara Sugarman
1998,1.527066244,29202884,44594738.4,Bulworth,Warren Beatty,Warren Beatty
1979,3.757581758,29174648,109626125.1,The Rose,David Keith,Mark Rydell
2002,1.384334996,29027914,40184357.22,Far from Heaven,Dennis Quaid,Todd Haynes
2009,1.138489257,29010817,33028503.5,New in Town,J.K. Simmons,Jonas Elmer
2009,1.138489257,29000000,33016188.46,Case 39,Bradley Cooper,Christian Alvart
1999,1.503724247,29000000,43608003.17,The Out-of-Towners,Oliver Hudson,Sam Weisman
2009,1.138489257,28972508,32984889.12,Shorts,Jimmy Bennett,Robert Rodriguez
2011,1.124115573,28931401,32522238.41,Drive Angry,Nicolas Cage,Patrick Lussier
2014,1.052209187,28883511,30391495.64,Big Eyes,Christoph Waltz,Tim Burton
2014,1.052209187,28831145,30336395.65,Draft Day,Jennifer Garner,Ivan Reitman
2004,1.332473386,28818995,38400543.85,Agent Cody Banks 2: Destination London,Daniel Roebuck,Kevin Allen
2008,1.182197002,28814580,34064510.09,The Class,François Bégaudeau,Laurent Cantet
2000,1.47152684,28780255,42350917.69,Boiler Room,Vin Diesel,Ben Younger
2003,1.362721798,28650575,39042763.07,Wrong Turn,Kevin Zegers,Rob Schmidt
2004,1.332473386,28575078,38075530.94,Super Size Me,Chemeeka Walker,Morgan Spurlock
1999,1.503724247,28451622,42783393.87,Go,Sarah Polley,Doug Liman
1966,7.779516,28350000,220549278.6,A Man for All Seasons,Robert Shaw,Fred Zinnemann
1994,1.696818575,28341469,48090331.05,The Shawshank Redemption,Morgan Freeman,Frank Darabont
2004,1.332473386,28283637,37687193.57,Thunderbirds,Sophia Myles,Jonathan Frakes
1976,4.554715082,28262574,128727972.1,Taxi Driver,Robert De Niro,Martin Scorsese
2012,1.089714997,28258060,30793231.77,The Master,Mike Howard,Paul Thomas Anderson
1995,1.653699331,28215918,46660644.72,Friday,Nia Long,F. Gary Gray
1999,1.503724247,28200000,42405023.77,East Is East,Archie Panjabi,Damien O'Donnell
2009,1.138489257,28169671,32070867.82,Cirque du Freak: The Vampire's Assistant,Josh Hutcherson,Paul Weitz
1982,2.695843644,28128670,75830496.23,The Thing,Wilford Brimley,John Carpenter
1999,1.503724247,28121100,42286379.93,The Deep End of the Ocean,Alexa PenaVega,Ulu Grosbard
1997,1.562764318,28084357,43889231.02,Grosse Pointe Blank,Minnie Driver,George Armitage
2001,1.423458672,28008462,39868888.13,The Tailor of Panama,Daniel Radcliffe,John Boorman
1993,1.746902839,27900000,48738589.2,Menace II Society,Jada Pinkett Smith,Albert Hughes
2000,1.47152684,27728118,40802669.85,Love & Basketball,Alfre Woodard,Gina Prince-Bythewood
2002,1.384334996,27674124,38310258.34,The Quiet American,Brendan Fraser,Phillip Noyce
2005,1.29773008,27645491,35876385.26,Ice Princess,Connie Ray,Tim Fywell
2001,1.423458672,27642707,39348251,The Last Castle,Clifton Collins Jr.,Rod Lurie
2008,1.182197002,27640028,32675958.23,Lakeview Terrace,Jay Hernandez,Neil LaBute
2009,1.138489257,27635305,31462497.87,The Road,Viggo Mortensen,John Hillcoat
2011,1.124115573,27603069,31029039.73,Carnage,Kate Winslet,Roman Polanski
1993,1.746902839,27515786,48067404.68,Poetic Justice,Janet Jackson,John Singleton
1999,1.503724247,27500000,41352416.8,Dick,Ryan Reynolds,Andrew Fleming
2011,1.124115573,27462041,30870507.96,A Dangerous Method,Michael Fassbender,David Cronenberg
2013,1.067622291,27437881,29293293.38,The Incredible Burt Wonderstone,Steve Buscemi,Don Scardino
2009,1.138489257,27409889,31205864.17,The Young Victoria,Michiel Huisman,Jean-Marc Vallée
2004,1.332473386,27388767,36494803.11,Ella Enchanted,Anne Hathaway,Tommy O'Haver
2002,1.384334996,27362712,37879159.81,Brown Sugar,Boris Kodjoe,Rick Famuyiwa
2013,1.067622291,27330000,29178117.22,Mandela: Long Walk to Freedom,Terry Pheto,Justin Chadwick
1992,1.799813376,27281507,49101621.21,The Muppet Christmas Carol,Steven Mackintosh,Brian Henson
2009,1.138489257,27206120,30973875.35,Sorority Row,Julian Morris,Stewart Hendler
1998,1.527066244,27200316,41536684.4,Dark City,Rufus Sewell,Alex Proyas
1984,2.461039993,27187653,66909901.36,A Passage to India,Richard Wilson,David Lean
2013,1.067622291,27187375,29025847.59,Khumba,Liam Neeson,Anthony Silverston
2005,1.29773008,27165581,35253591.61,The Protector,Jon Foo,Prachya Pinkaew
1980,3.37746584,27107960,91556208.89,Flash Gordon,Brian Blessed,Mike Hodges
2006,1.255146149,27105095,34020855.61,Stay Alive,Adam Goldberg,William Brent Bell
1982,2.695843644,27092880,73038168.35,Fast Times at Ridgemont High,Jennifer Jason Leigh,Amy Heckerling
2001,1.423458672,27053815,38509987.58,The Musketeer,Catherine Deneuve,Peter Hyams
1998,1.527066244,27007143,41241696.43,The Big Hit,Bokeem Woodbine,Kirk Wong
2006,1.255146149,26888376,33748841.59,Clerks II,Ethan Suplee,Kevin Smith
1989,2.072746811,26828365,55608408.01,Glory,Denzel Washington,Edward Zwick
2004,1.332473386,26781723,35685933.13,Garden State,Armando Riesco,Zach Braff
1997,1.562764318,26673242,41683990.85,Event Horizon,Sean Pertwee,Paul W.S. Anderson
2013,1.067622291,26533200,28327435.77,The Great Gatsby,Leonardo DiCaprio,Baz Luhrmann
2007,1.21592121,26527510,32255362.07,Mongol: The Rise of Genghis Khan,Tadanobu Asano,Sergey Bodrov
2003,1.362721798,26288320,35823666.69,Sinbad: Legend of the Seven Seas,Brad Pitt,Patrick Gilmore
2015,1.035412488,26250020,27179598.52,Aloha,Emma Stone,Cameron Crowe
2002,1.384334996,26199517,36268908.27,Blood Work,Clint Eastwood,Clint Eastwood
2006,1.255146149,26193068,32876128.43,Black Book,Michiel Huisman,Paul Verhoeven
2004,1.332473386,26155781,34851882.08,The Whole Ten Yards,Bruce Willis,Howard Deutch
2011,1.124115573,26121638,29363740.07,Your Highness,Natalie Portman,David Gordon Green
2009,1.138489257,26096852,29710985.65,An Education,Dominic Cooper,Lone Scherfig
2014,1.052209187,26049082,27409083.4,That Awkward Moment,Mackenzie Davis,Tom Gormican
1980,3.37746584,26010864,87850804.62,The Elephant Man,Anthony Hopkins,David Lynch
1992,1.799813376,25966555,46734953.01,Howards End,Anthony Hopkins,James Ivory
1984,2.461039993,25928721,63811619.36,The Cotton Club,Nicolas Cage,Francis Ford Coppola
2008,1.182197002,25871834,30585604.59,Superhero Movie,Drake Bell,Craig Mazin
1996,1.608572132,25836616,41560060.48,From Dusk Till Dawn,Quentin Tarantino,Robert Rodriguez
